"area_fips","industry_code","own_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg","NAICS.4","NAICS.Industry","area_title","state","city","state_name","city_state"
"C1206","334513",5,48,0,2012,4,"",20,1435,1436,1481,20684516,960621,30537,1097,"",0.69,1.43,1.42,1.46,0.99,1.72,1.92,0.69,"",2,11.1,-20,-1.4,-23,-1.6,-10,-0.7,-355305,-1.7,58813,6.5,7213,30.9,-5,-0.5,3345,"Variables  Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336111",5,48,0,2015,2,"N",9,0,0,0,0,0,0,0,"N",2.12,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3361,"Automobile Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334418",5,48,0,2013,1,"",10,425,436,431,4557287,3270462,108002,814,"",0.53,0.47,0.48,0.48,0.38,0.43,0.41,0.8,"",0,0,39,10.1,53,13.8,44,11.4,395447,9.5,432761,15.3,9999,10.2,-17,-2,3344,"Printed Circuit Assembly (Electronic Assembly) Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","333314",5,48,0,2015,1,"N",5,0,0,0,0,0,0,0,"N",0.53,0,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,"Optical Instrument and Lens Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334515",5,48,0,2014,4,"N",12,0,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","541512",5,48,0,2014,2,"",3247,19890,19978,19929,483361942,30432380,734620,1865,"",1.76,1.37,1.37,1.38,1.29,1.22,1.35,0.94,"",59,1.9,1448,7.9,1592,8.7,1641,9,52634556,12.2,1928902,6.8,-54364,-6.9,62,3.4,5415,"Computer Systems Design Services","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334511",5,48,0,2013,4,"N",9,0,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,0,"N",1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"Search, Detection, Navigation, Guidance, Aeronautical, and  Nautical System and Instrument Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","333314",5,48,0,2014,3,"N",6,0,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,"Optical Instrument and Lens Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334514",5,48,0,2016,1,"N",5,0,0,0,0,0,0,0,"N",1.28,0,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"Totalizing Fluid Meter and Counting Device Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","325110",5,48,0,2012,2,"N",2,0,0,0,0,0,0,0,"N",0.8,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3251,"Petrochemical Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334515",5,48,0,2014,2,"N",13,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",1,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336340",5,48,0,2016,3,"",5,1137,1165,1186,14184218,1474207,48514,938,"",1.35,2.51,2.58,2.63,2.11,4.38,7.39,0.82,"N",1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363,"Motor Vehicle Brake System Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334220",5,48,0,2015,3,"",25,1943,1899,1889,108396531,624366,9583,4365,"",1.22,2.18,2.14,2.16,4.56,1.08,0.71,2.11,"",3,13.6,-136,-6.5,-152,-7.4,-149,-7.3,-668023,-0.6,-240366,-27.8,-8453,-46.9,284,7,3342,"Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336212",5,48,0,2015,2,"N",3,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",-1,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362,"Truck Trailer Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336411",5,48,0,2014,3,"N",46,0,0,0,0,0,0,0,"N",3.93,0,0,0,0,0,0,0,"N",3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,"Aircraft Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336412",5,48,0,2013,3,"",3,282,281,278,4327966,62732,2358,1188,"",0.26,0.21,0.21,0.21,0.15,0.11,0.17,0.72,"",0,0,-27,-8.7,-27,-8.8,-12,-4.1,-127363,-2.9,-51412,-45,-4728,-66.7,54,4.8,3364,"Aircraft Engine and Engine Parts Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334513",5,48,0,2015,3,"",27,1640,1577,1564,21737097,623771,11235,1049,"",0.86,1.47,1.42,1.43,0.92,0.59,0.66,0.64,"",3,12.5,-20,-1.2,-70,-4.3,-79,-4.8,-574311,-2.6,-469705,-43,-11013,-49.5,9,0.9,3345,"Variables  Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336350",5,48,0,2012,1,"N",11,0,0,0,0,0,0,0,"N",1.16,0,0,0,0,0,0,0,"N",1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363,"Motor Vehicle Transmission and Power Train Parts Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334418",5,48,0,2016,4,"",9,308,314,316,3417781,138935,2494,841,"",0.47,0.32,0.32,0.32,0.22,0.17,0.15,0.67,"N",-1,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,"Printed Circuit Assembly (Electronic Assembly) Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334412",5,48,0,2014,2,"N",3,0,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,0,"N",-1,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,"Bare Printed Circuit Board Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","541370",5,48,0,2013,4,"",133,641,638,630,7419587,753990,41684,897,"",1.01,0.85,0.84,0.83,0.63,0.92,1.41,0.75,"",6,4.7,113,21.4,96,17.7,84,15.4,1661059,28.8,139761,22.8,7398,21.6,75,9.1,5413,"Surveying and Mapping (except Geophysical) Services","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","511210",5,48,0,2016,3,"",595,12850,12873,12895,387709621,11042412,212839,2317,"",1.69,2.03,2.02,2.05,1.35,1.33,1.82,0.66,"",65,12.3,365,2.9,315,2.5,396,3.2,31773774,8.9,1499042,15.7,13744,6.9,129,5.9,5112,"Software Publishers","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334417",5,48,0,2015,4,"N",1,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,"Electronic Connector Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","511210",5,48,0,2014,4,"",447,11845,11909,11999,319464106,10508447,232322,2062,"",1.69,2.19,2.19,2.2,1.66,2.09,2.37,0.76,"",91,25.6,-87,-0.7,-120,-1,-20,-0.2,-38760076,-10.8,1991278,23.4,1365,0.6,-236,-10.3,5112," Software Publishers","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334111",5,48,0,2014,3,"N",17,0,0,0,0,0,0,0,"N",1.48,0,0,0,0,0,0,0,"N",2,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3341,"Electronic Computer Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336214",5,48,0,2012,3,"N",6,0,0,0,0,0,0,0,"N",0.55,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362,"Travel Trailer and Camper Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","511210",5,48,0,2016,1,"",582,12841,12772,12829,367428717,124899818,2074062,2206,"",1.77,2.11,2.09,2.1,1.49,1.29,1.64,0.71,"",92,18.8,560,4.6,506,4.1,555,4.5,24187599,7,6850741,5.8,-89198,-4.1,55,2.6,5112," Software Publishers","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334512",5,48,0,2016,3,"",12,534,533,524,10205923,174418,1688,1480,"",1.46,1.69,1.69,1.67,1.66,0.7,0.37,0.98,"",1,9.1,8,1.5,6,1.1,-2,-0.4,749370,7.9,-45350,-20.6,269,19,98,7.1,3345,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336120",5,48,0,2014,1,"N",1,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3361,"Heavy Duty Truck Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334512",5,48,0,2014,3,"",11,485,493,496,8965022,233476,2130,1404,"",1.42,1.51,1.53,1.55,1.61,0.97,0.39,1.05,"",0,0,-47,-8.8,-29,-5.6,-24,-4.6,210543,2.4,149561,178.2,874,69.6,120,9.3,3345,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334290",5,48,0,2012,3,"",10,67,66,67,1001366,18018,375,1155,"",0.97,0.18,0.18,0.19,0.13,0.08,0.05,0.73,"N",-1,-9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342,"Other Communications Equipment Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","325412",5,48,0,2013,3,"",27,517,522,527,8546018,282234,8257,1259,"",0.84,0.15,0.15,0.15,0.1,0.12,0.15,0.65,"",4,17.4,13,2.6,13,2.6,9,1.7,550451,6.9,-609527,-68.4,-16209,-66.3,54,4.5,3254,"Pharmaceutical Preparation Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334513",5,48,0,2012,2,"",18,1484,1532,1556,21280639,1314842,45041,1074,"",0.63,1.48,1.53,1.54,1.15,0.81,1.06,0.76,"",1,5.9,64,4.5,93,6.5,128,9,1815664,9.3,-186928,-12.4,-5679,-11.2,26,2.5,3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","325120",5,48,0,2015,4,"N",8,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3251,"Industrial Gas Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","541370",5,48,0,2012,3,"",128,486,498,494,4860235,479665,26819,759,"",0.97,0.68,0.7,0.71,0.53,0.6,0.92,0.76,"",-10,-7.2,-39,-7.4,-27,-5.1,-24,-4.6,-304878,-5.9,-112466,-19,-2971,-10,-1,-0.1,5413,"Surveying and Mapping (except Geophysical) Services","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334417",5,48,0,2013,1,"N",1,0,0,0,0,0,0,0,"N",0.2,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,"Electronic Connector Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","325199",5,48,0,2014,3,"",8,156,158,157,2563360,70938,1516,1256,"",0.66,0.25,0.25,0.25,0.18,0.18,0.22,0.74,"",1,14.3,22,16.4,60,61.2,60,61.9,569954,28.6,-76471,-51.9,-2756,-64.5,-142,-10.2,3251,"All Other Basic Organic Chemical Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334516",5,48,0,2013,2,"",5,17,16,15,223984,22734,799,1077,"",0.39,0.03,0.03,0.03,0.02,0.03,0.04,0.59,"",0,0,-1,-5.6,-2,-11.1,-4,-21.1,-4318,-1.9,3332,17.2,-228,-22.2,119,12.4,3345,"Analytical Laboratory Instrument Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336111",5,48,0,2012,3,"N",7,0,0,0,0,0,0,0,"N",1.71,0,0,0,0,0,0,0,"N",-1,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3361,"Automobile Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334510",5,48,0,2014,3,"",13,238,238,237,3757866,114843,3179,1216,"",0.68,0.25,0.25,0.25,0.15,0.09,0.15,0.61,"",1,8.3,10,4.4,8,3.5,14,6.3,224543,6.4,-33025,-22.3,-1373,-30.2,19,1.6,3345,"Electromedical and Electrotherapeutic Apparatus Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336350",5,48,0,2014,3,"N",9,0,0,0,0,0,0,0,"N",0.9,0,0,0,0,0,0,0,"N",-1,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363,"Motor Vehicle Transmission and Power Train Parts Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","325110",5,48,0,2014,4,"N",2,0,0,0,0,0,0,0,"N",0.76,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3251,"Petrochemical Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336120",5,48,0,2016,3,"-",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,"N",-1,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3361,"Heavy Duty Truck Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","511210",5,48,0,2014,3,"",417,11745,11790,11757,335025826,8852601,195657,2191,"",1.65,2.16,2.15,2.19,1.42,1.45,1.83,0.66,"",79,23.4,-35,-0.3,-74,-0.6,-70,-0.6,-11131031,-3.2,152397,1.8,-39369,-16.8,-61,-2.7,5112," Software Publishers","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336211",5,48,0,2015,2,"",14,549,541,559,5266636,1482981,58962,737,"",1.02,0.57,0.56,0.57,0.42,0.74,1.09,0.74,"",3,27.3,10,1.9,2,0.4,28,5.3,63628,1.2,-368311,-19.9,-49758,-45.8,-9,-1.2,3362,"Motor Vehicle Body Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334111",5,48,0,2015,3,"N",21,0,0,0,0,0,0,0,"N",1.74,0,0,0,0,0,0,0,"N",4,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3341,"Electronic Computer Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334519",5,48,0,2016,1,"",15,235,240,235,4314682,2157622,30110,1402,"",0.76,0.37,0.37,0.37,0.32,0.33,0.23,0.86,"",4,36.4,36,18.1,38,18.8,38,19.3,1659676,62.5,424062,24.5,3122,11.6,377,36.8,3345,"Other Measuring and Controlling Device Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","325412",5,48,0,2012,3,"",23,504,509,518,7995567,891761,24466,1205,"",0.74,0.15,0.15,0.15,0.09,0.42,0.46,0.6,"",1,4.5,-32,-6,-25,-4.7,-12,-2.3,-4239283,-34.6,424722,90.9,13903,131.6,-560,-31.7,3254,"Pharmaceutical Preparation Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334514",5,48,0,2015,1,"N",6,0,0,0,0,0,0,0,"N",1.52,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,"Totalizing Fluid Meter and Counting Device Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","541511",5,48,0,2012,2,"",2061,19334,19636,19883,430615048,26770527,829763,1688,"",1.39,1.67,1.69,1.71,1.45,1.55,1.99,0.86,"",24,1.2,1030,5.6,1307,7.1,1591,8.7,34541005,8.7,2619759,10.8,139030,20.1,24,1.4,5415,"Custom Computer Programming Services","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336214",5,48,0,2014,1,"",6,193,209,209,1589193,1377889,64484,600,"",0.54,0.35,0.37,0.36,0.24,0.31,0.42,0.66,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3362,"Travel Trailer and Camper Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336412",5,48,0,2012,3,"",3,309,308,290,4455329,114144,7086,1134,"",0.26,0.23,0.23,0.22,0.16,0.2,0.41,0.72,"",0,0,20,6.9,3,1,-25,-7.9,-198201,-4.3,-190795,-62.6,-11770,-62.4,-47,-4,3364,"Aircraft Engine and Engine Parts Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","541370",5,48,0,2013,2,"",131,579,588,611,5825736,1275949,69501,756,"",0.99,0.81,0.81,0.83,0.6,0.79,1.25,0.74,"",2,1.6,103,21.6,103,21.2,154,33.7,1145721,24.5,501715,64.8,24894,55.8,-6,-0.8,5413,"Surveying and Mapping (except Geophysical) Services","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","325199",5,48,0,2012,1,"",6,114,100,100,1740683,1003259,34531,1279,"",0.55,0.2,0.18,0.18,0.11,0.17,0.27,0.61,"",0,0,14,14,-2,-2,-3,-2.9,227473,15,98836,10.9,9515,38,134,11.7,3251,"All Other Basic Organic Chemical Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334412",5,48,0,2013,1,"",4,30,29,30,254290,180341,1589,659,"",0.34,0.05,0.05,0.05,0.03,0.04,0.01,0.55,"",-3,-42.9,-18,-37.5,-19,-39.6,-20,-40,-214240,-45.7,-136825,-43.1,-12117,-88.4,-82,-11.1,3344,"Bare Printed Circuit Board Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334210",5,48,0,2015,4,"",9,32,34,33,748766,51953,1545,1745,"",1.2,0.1,0.1,0.1,0.08,0.33,0.27,0.76,"N",1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342,"Telephone Apparatus Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","325414",5,48,0,2016,4,"N",2,0,0,0,0,0,0,0,"N",0.28,0,0,0,0,0,0,0,"N",1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254,"Biological Product (except Diagnostic) Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","541720",5,48,0,2013,4,"",40,338,356,350,6079488,496584,12378,1344,"",0.59,0.34,0.35,0.35,0.32,0.86,0.79,0.93,"",2,5.3,55,19.4,76,27.1,70,25,1253581,26,242652,95.6,3661,42,23,1.7,5417,"Research and Development in the Social Sciences and Humanities","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334290",5,48,0,2016,1,"",11,95,96,96,1162068,692006,19322,934,"",1,0.3,0.3,0.31,0.17,0.22,0.28,0.56,"",2,22.2,15,18.8,16,20,15,18.5,266064,29.7,95646,16,-4769,-19.8,76,8.9,3342,"Other Communications Equipment Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","333314",5,48,0,2012,1,"N",5,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,"Optical Instrument and Lens Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334111",5,48,0,2015,4,"N",22,0,0,0,0,0,0,0,"N",1.84,0,0,0,0,0,0,0,"N",5,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3341,"Electronic Computer Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334210",5,48,0,2014,3,"N",8,0,0,0,0,0,0,0,"N",1.1,0,0,0,0,0,0,0,"N",1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342,"Telephone Apparatus Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334519",5,48,0,2015,3,"",12,188,189,189,2810245,87554,1837,1146,"",0.61,0.29,0.29,0.3,0.19,0.16,0.18,0.66,"",2,20,-5,-2.6,-7,-3.6,-19,-9.1,-1768,-0.1,-52793,-37.6,-1561,-45.9,59,5.4,3345,"Other Measuring and Controlling Device Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334310",5,48,0,2014,3,"N",9,0,0,0,0,0,0,0,"N",0.78,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3343,"Audio and Video Equipment Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334290",5,48,0,2013,3,"",9,63,63,64,787148,52743,1065,956,"",0.86,0.19,0.19,0.2,0.13,0.21,0.14,0.65,"",-1,-10,-4,-6,-3,-4.5,-3,-4.5,-214218,-21.4,34725,192.7,690,184,-199,-17.2,3342,"Other Communications Equipment Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","211111",5,48,0,2013,1,"N",1,0,0,0,0,0,0,0,"N",0.01,0,0,0,0,0,0,0,"N",1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111,"Crude Petroleum and Natural Gas Extraction","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334417",5,48,0,2016,4,"N",1,0,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,"Electronic Connector Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334413",5,48,0,2014,4,"",10,287,291,287,5352563,233322,3552,1428,"",0.37,0.09,0.09,0.09,0.05,0.09,0.08,0.55,"N",2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,"Semiconductor and Related Device Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","325414",5,48,0,2016,1,"N",1,0,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,0,"N",-1,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254,"Biological Product (except Diagnostic) Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","336111",5,48,0,2013,3,"N",8,0,0,0,0,0,0,0,"N",1.97,0,0,0,0,0,0,0,"N",1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3361,"Automobile Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","334513",5,48,0,2013,4,"",22,1606,1598,1606,21557793,839158,19414,1034,"",0.75,1.56,1.54,1.54,1.02,1.34,1.19,0.66,"",2,10,171,11.9,162,11.3,125,8.4,873277,4.2,-121463,-12.6,-11123,-36.4,-63,-5.7,3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
"C1206","333314",5,48,0,2014,2,"N",6,0,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,"Optical Instrument and Lens Manufacturing","Atlanta-Sandy Springs-Roswell, GA MSA","GA","Atlanta","Georgia","Atlanta GA"
